group,record_id,filename,fs_Hz,Teff_s,f_eff_Hz,IsoDisp_peak_abs_mm,IsoDisp_peak_time_s,Acceleration_col,Acceleration_peak_abs_g,Velocity_peak_abs_mps,QSM_PowerFlow_peak_abs_W_per_kg,QSM_PowerFlow_abs_packet_1s_peak_J_per_kg,QSM_PowerFlow_abs_integral_J_per_kg,QSM_PowerFlow_abs_packet_1s_peak_time_s,QSM_PowerFlow_packet_to_Iso_peak_lag_s,Interface_power_peak_abs_kW,Interface_power_packet_1s_peak_kJ,Interface_power_packet_1s_peak_time_s,Interface_packet_to_Iso_peak_lag_s,Interface_abs_work_kJ,Measured_input_disp_peak_abs_mm,CalcDisp_from_velocity_peak_abs_mm,Acceleration_frequency_group_Hz,Velocity_frequency_group_Hz,QSM_Power_frequency_group_Hz,Interface_Power_frequency_group_Hz,IsoDisp_response_frequency_group_Hz,QSM_near_effective_isolation_frequency_groups,Interface_Power_near_effective_isolation_frequency_groups,IsoDisp_response_near_effective_isolation_frequency_groups,Acceleration_peak1_freq_Hz,Acceleration_peak1_period_s,Acceleration_peak1_rel_amp,Acceleration_peak2_freq_Hz,Acceleration_peak2_period_s,Acceleration_peak2_rel_amp,Acceleration_peak3_freq_Hz,Acceleration_peak3_period_s,Acceleration_peak3_rel_amp,Acceleration_peak4_freq_Hz,Acceleration_peak4_period_s,Acceleration_peak4_rel_amp,Acceleration_peak5_freq_Hz,Acceleration_peak5_period_s,Acceleration_peak5_rel_amp,Acceleration_peak6_freq_Hz,Acceleration_peak6_period_s,Acceleration_peak6_rel_amp,Acceleration_peak7_freq_Hz,Acceleration_peak7_period_s,Acceleration_peak7_rel_amp,Acceleration_peak8_freq_Hz,Acceleration_peak8_period_s,Acceleration_peak8_rel_amp,Velocity_peak1_freq_Hz,Velocity_peak1_period_s,Velocity_peak1_rel_amp,Velocity_peak2_freq_Hz,Velocity_peak2_period_s,Velocity_peak2_rel_amp,Velocity_peak3_freq_Hz,Velocity_peak3_period_s,Velocity_peak3_rel_amp,Velocity_peak4_freq_Hz,Velocity_peak4_period_s,Velocity_peak4_rel_amp,Velocity_peak5_freq_Hz,Velocity_peak5_period_s,Velocity_peak5_rel_amp,Velocity_peak6_freq_Hz,Velocity_peak6_period_s,Velocity_peak6_rel_amp,Velocity_peak7_freq_Hz,Velocity_peak7_period_s,Velocity_peak7_rel_amp,Velocity_peak8_freq_Hz,Velocity_peak8_period_s,Velocity_peak8_rel_amp,QSM_Power_peak1_freq_Hz,QSM_Power_peak1_period_s,QSM_Power_peak1_rel_amp,QSM_Power_peak2_freq_Hz,QSM_Power_peak2_period_s,QSM_Power_peak2_rel_amp,QSM_Power_peak3_freq_Hz,QSM_Power_peak3_period_s,QSM_Power_peak3_rel_amp,QSM_Power_peak4_freq_Hz,QSM_Power_peak4_period_s,QSM_Power_peak4_rel_amp,QSM_Power_peak5_freq_Hz,QSM_Power_peak5_period_s,QSM_Power_peak5_rel_amp,QSM_Power_peak6_freq_Hz,QSM_Power_peak6_period_s,QSM_Power_peak6_rel_amp,QSM_Power_peak7_freq_Hz,QSM_Power_peak7_period_s,QSM_Power_peak7_rel_amp,QSM_Power_peak8_freq_Hz,QSM_Power_peak8_period_s,QSM_Power_peak8_rel_amp,Interface_Power_peak1_freq_Hz,Interface_Power_peak1_period_s,Interface_Power_peak1_rel_amp,Interface_Power_peak2_freq_Hz,Interface_Power_peak2_period_s,Interface_Power_peak2_rel_amp,Interface_Power_peak3_freq_Hz,Interface_Power_peak3_period_s,Interface_Power_peak3_rel_amp,Interface_Power_peak4_freq_Hz,Interface_Power_peak4_period_s,Interface_Power_peak4_rel_amp,Interface_Power_peak5_freq_Hz,Interface_Power_peak5_period_s,Interface_Power_peak5_rel_amp,Interface_Power_peak6_freq_Hz,Interface_Power_peak6_period_s,Interface_Power_peak6_rel_amp,Interface_Power_peak7_freq_Hz,Interface_Power_peak7_period_s,Interface_Power_peak7_rel_amp,Interface_Power_peak8_freq_Hz,Interface_Power_peak8_period_s,Interface_Power_peak8_rel_amp,IsoDisp_Response_peak1_freq_Hz,IsoDisp_Response_peak1_period_s,IsoDisp_Response_peak1_rel_amp,IsoDisp_Response_peak2_freq_Hz,IsoDisp_Response_peak2_period_s,IsoDisp_Response_peak2_rel_amp,IsoDisp_Response_peak3_freq_Hz,IsoDisp_Response_peak3_period_s,IsoDisp_Response_peak3_rel_amp,IsoDisp_Response_peak4_freq_Hz,IsoDisp_Response_peak4_period_s,IsoDisp_Response_peak4_rel_amp,IsoDisp_Response_peak5_freq_Hz,IsoDisp_Response_peak5_period_s,IsoDisp_Response_peak5_rel_amp,IsoDisp_Response_peak6_freq_Hz,IsoDisp_Response_peak6_period_s,IsoDisp_Response_peak6_rel_amp,IsoDisp_Response_peak7_freq_Hz,IsoDisp_Response_peak7_period_s,IsoDisp_Response_peak7_rel_amp,IsoDisp_Response_peak8_freq_Hz,IsoDisp_Response_peak8_period_s,IsoDisp_Response_peak8_rel_amp
Group5,CHY063_1_0,CHY063_1_0.txt,256.01638504860176,3.7,0.27027027027027023,200.732810235,24.5,AccX[g],0.44084185,0.7468829027299142,1.6053753333404206,0.7613725865621033,1.1845019630438434,24.773438,-0.27343799999999874,42.176848047433054,22.318268506557335,24.449219,0.05078100000000063,29.341755660474327,229.930370942,225.65345650039671,0.750;2.124;2.624;3.124;3.873;4.373,0.750;2.124,1.374;0.375;3.124;5.248;4.123,0.250;1.249,0.375,,0.25Hz~1f_eff,,0.7496819474336802,1.3338990000002153,1.0,2.1240988510620937,0.4707878823530172,0.23146010547282184,2.6238868160178805,0.3811140000000615,0.21351543048289776,3.1236747809736674,0.3201357600000517,0.19059048704726572,3.873356728407348,0.25817400000004165,0.16571620973118167,4.373144693363135,0.22866840000003688,0.12408303339694852,,,,,,,0.7496819474336802,1.3338990000002153,1.0,2.1240988510620937,0.4707878823530172,0.08142599308737698,,,,,,,,,,,,,,,,,,,1.3744169036284137,0.7275812727273901,1.0,0.3748409737168401,2.6677980000004307,0.37920388784356446,3.1236747809736674,0.3201357600000517,0.17358255288745278,5.247773632035761,0.19055700000003076,0.12944670798863692,4.123250710885241,0.24252709090913008,0.08440778910615321,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,1.249469912389467,0.8003394000001292,0.5822241090026092,,,,,,,,,,,,,,,,,,,0.3748409737168401,2.6677980000004307,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,CHY063_XZ_1_0,CHY063_XZ_1_0.txt,256.01638504860176,3.7,0.27027027027027023,199.66810554,24.472656,AccX[g],0.43955868,0.7472521964021518,1.5983264881612642,0.7608576182046694,1.1801078014430504,24.742188,-0.2695319999999981,42.563960346096806,22.44801632808356,24.421875,0.05078100000000063,29.51006085507792,229.9291558875,230.68591154801098,0.750;2.124;2.624;3.124;3.873;4.373,0.750;2.124,1.374;0.375;3.124;5.248;4.123,0.250;1.249,0.375,,0.25Hz~1f_eff,,0.7496819474336802,1.3338990000002153,1.0,2.1240988510620937,0.4707878823530172,0.22879119094512887,2.6238868160178805,0.3811140000000615,0.21577813593571177,3.1236747809736674,0.3201357600000517,0.19249572069737073,3.873356728407348,0.25817400000004165,0.1627151071369007,4.373144693363135,0.22866840000003688,0.12055138845505659,,,,,,,0.7496819474336802,1.3338990000002153,1.0,2.1240988510620937,0.4707878823530172,0.08048980346015933,,,,,,,,,,,,,,,,,,,1.3744169036284137,0.7275812727273901,1.0,0.3748409737168401,2.6677980000004307,0.3777309748282622,3.1236747809736674,0.3201357600000517,0.17249579112080132,5.247773632035761,0.19055700000003076,0.1296804813808748,4.123250710885241,0.24252709090913008,0.08010191286958916,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,1.249469912389467,0.8003394000001292,0.5877129326675665,,,,,,,,,,,,,,,,,,,0.3748409737168401,2.6677980000004307,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,CHY089_0_8,CHY089_0_8.txt,256.01638504860176,3.7,0.27027027027027023,214.701988996,39.046875,AccX[g],0.2517336,0.49898162386448003,0.8718930038388625,0.31247427054764554,0.6032992466141788,38.941406,0.10546899999999937,17.926247111803438,9.371064582955515,39.136719,-0.08984399999999937,15.611601231817325,228.89815390204998,203.2039005807725,0.750;1.125;1.624;3.499;2.499;2.124;4.623;5.373,0.375;1.624,1.249;2.374;2.999;3.998;0.250;4.873,0.250;1.125;2.374;1.999,0.250,0.25Hz~1f_eff,1.12Hz~4f_eff; 0.25Hz~1f_eff,0.25Hz~1f_eff,0.7496819474336802,1.3338990000002153,1.0,1.1245229211505203,0.8892660000001436,0.757292100634803,1.6243108861063071,0.6156456923077916,0.450946230562608,3.4985157546905077,0.28583550000004615,0.3723164448750726,2.498939824778934,0.4001697000000646,0.3714925232063515,2.1240988510620937,0.4707878823530172,0.30809322369052755,4.623038675841028,0.21630794594598088,0.16442037778720967,5.3727206232747085,0.18612544186049515,0.11134797430223636,0.3748409737168401,2.6677980000004307,1.0,1.6243108861063071,0.6156456923077916,0.1260015211594671,,,,,,,,,,,,,,,,,,,1.249469912389467,0.8003394000001292,1.0,2.3739928335399876,0.42123126315796267,0.4007193003651681,2.998727789734721,0.33347475000005383,0.39658815313462337,3.9983037196462945,0.25010606250004036,0.3670018922364584,0.2498939824778934,4.001697000000646,0.28110904207075804,4.872932658318922,0.20521523076926387,0.15828074621004404,,,,,,,0.2498939824778934,4.001697000000646,1.0,1.1245229211505203,0.8892660000001436,0.6999434186388743,2.3739928335399876,0.42123126315796267,0.10247119101560252,1.9991518598231472,0.5002121250000807,0.08797266581615931,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,CHY089_1_0,CHY089_1_0.txt,256.01638504860176,3.7,0.27027027027027023,268.29554340500005,39.027344,AccX[g],0.31827384,0.6238332381216798,1.3841482723850898,0.4862830169869157,0.9428411952812176,38.933594,0.09375,27.692411469842995,14.698454419899287,39.132813,-0.10546899999999937,24.044801234846357,286.12259232215,243.85551735825064,0.750;1.125;1.624;2.499;3.499;2.124;4.623;5.373,0.375;1.624,1.249;2.374;2.999;3.998;0.250;4.873,0.250;1.125;2.374;2.874,0.250,0.25Hz~1f_eff,1.12Hz~4f_eff; 0.25Hz~1f_eff,0.25Hz~1f_eff,0.7496819474336802,1.3338990000002153,1.0,1.1245229211505203,0.8892660000001436,0.7592247608493163,1.6243108861063071,0.6156456923077916,0.4497931267302696,2.498939824778934,0.4001697000000646,0.37908638488704066,3.4985157546905077,0.28583550000004615,0.3637110812158024,2.1240988510620937,0.4707878823530172,0.31035503839804074,4.623038675841028,0.21630794594598088,0.17903210369739286,5.3727206232747085,0.18612544186049515,0.10215329275240244,0.3748409737168401,2.6677980000004307,1.0,1.6243108861063071,0.6156456923077916,0.12563506536305782,,,,,,,,,,,,,,,,,,,1.249469912389467,0.8003394000001292,1.0,2.3739928335399876,0.42123126315796267,0.41283464707087314,2.998727789734721,0.33347475000005383,0.3994946572146727,3.9983037196462945,0.25010606250004036,0.36369754746707933,0.2498939824778934,4.001697000000646,0.28216506565972915,4.872932658318922,0.20521523076926387,0.1611806963365485,,,,,,,0.2498939824778934,4.001697000000646,1.0,1.1245229211505203,0.8892660000001436,0.6833607241438034,2.3739928335399876,0.42123126315796267,0.09775255670713563,2.8737807984957744,0.3479736521739692,0.081152962995364,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,CHY089_XZ_0_8,CHY089_XZ_0_8.txt,256.01638504860176,3.7,0.27027027027027023,214.390144281,39.039063,AccX[g],0.25266108,0.5007851211221126,0.8901780593945945,0.31298069509057375,0.6021142226846427,38.945313,0.09375,17.398696934834984,9.166068108277335,39.152344,-0.11328100000000063,15.55886532539965,228.89818209225,252.39406420787665,0.750;1.125;1.624;2.499;3.499;2.124;4.623;5.373,0.375;1.624,1.249;2.374;2.874;3.998;0.250;4.873,0.250;1.125;2.374,0.250,0.25Hz~1f_eff,1.12Hz~4f_eff; 0.25Hz~1f_eff,0.25Hz~1f_eff,0.7496819474336802,1.3338990000002153,1.0,1.1245229211505203,0.8892660000001436,0.7619657597363402,1.6243108861063071,0.6156456923077916,0.4473944949788925,2.498939824778934,0.4001697000000646,0.3731317006573433,3.4985157546905077,0.28583550000004615,0.3639817083816237,2.1240988510620937,0.4707878823530172,0.30461389580201326,4.623038675841028,0.21630794594598088,0.16463194284653362,5.3727206232747085,0.18612544186049515,0.10540141477462524,0.3748409737168401,2.6677980000004307,1.0,1.6243108861063071,0.6156456923077916,0.12486271788717744,,,,,,,,,,,,,,,,,,,1.249469912389467,0.8003394000001292,1.0,2.3739928335399876,0.42123126315796267,0.4043900110963374,2.8737807984957744,0.3479736521739692,0.40015636965803075,3.9983037196462945,0.25010606250004036,0.36396842893963355,0.2498939824778934,4.001697000000646,0.2805703279543136,4.872932658318922,0.20521523076926387,0.15714300481220722,,,,,,,0.2498939824778934,4.001697000000646,1.0,1.1245229211505203,0.8892660000001436,0.7036397916450756,2.3739928335399876,0.42123126315796267,0.10874128160341102,,,,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,CHY089_XZ_1_0,CHY089_XZ_1_0.txt,256.01638504860176,3.7,0.27027027027027023,267.941405105,38.914063,AccX[g],0.31935185,0.6245970941604105,1.3908778498265184,0.4867619367378835,0.9391139825118197,38.816406,0.0976569999999981,27.69406586387961,14.514906731377913,39.0,-0.08593700000000126,24.44686964324851,286.12210788055,320.0493886629725,0.750;1.125;1.624;2.499;3.499;2.124;4.623;5.373,0.375;1.624,1.249;2.374;2.874;3.998;0.250;4.873,0.250;1.125;2.374;2.999,0.250,0.25Hz~1f_eff,1.12Hz~4f_eff; 0.25Hz~1f_eff,0.25Hz~1f_eff,0.7496819474336802,1.3338990000002153,1.0,1.1245229211505203,0.8892660000001436,0.760236071476022,1.6243108861063071,0.6156456923077916,0.4503926902672492,2.498939824778934,0.4001697000000646,0.37139601219278207,3.4985157546905077,0.28583550000004615,0.35468972128876103,2.1240988510620937,0.4707878823530172,0.3077222348051842,4.623038675841028,0.21630794594598088,0.17335179383060356,5.3727206232747085,0.18612544186049515,0.09907014950530561,0.3748409737168401,2.6677980000004307,1.0,1.6243108861063071,0.6156456923077916,0.12581813724618654,,,,,,,,,,,,,,,,,,,1.249469912389467,0.8003394000001292,1.0,2.3739928335399876,0.42123126315796267,0.40829416226086795,2.8737807984957744,0.3479736521739692,0.39880388502024605,3.9983037196462945,0.25010606250004036,0.35746639599916646,0.2498939824778934,4.001697000000646,0.2805341073636561,4.872932658318922,0.20521523076926387,0.15993354230724008,,,,,,,0.2498939824778934,4.001697000000646,1.0,1.1245229211505203,0.8892660000001436,0.7048447436105482,2.3739928335399876,0.42123126315796267,0.1087889998037259,2.998727789734721,0.33347475000005383,0.09233262213582487,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,CHY125_1_0,CHY125_1_0.txt,256.01638504860176,3.7,0.27027027027027023,189.39166540899998,25.042969,AccX[g],0.13443309,0.5129010303236868,0.4585825025447565,0.25494534054015394,0.6645570905021332,24.414063,0.6289060000000006,20.97536368614875,10.15624702428402,24.347656,0.6953129999999987,22.473277919632462,192.10935085525,190.74701901022192,0.500;1.749;3.124;2.624;4.123;2.124,0.250,0.750;1.374;2.124;2.749;3.249;2.499,0.250;0.625,0.250,0.75Hz~3f_eff,0.25Hz~1f_eff,0.25Hz~1f_eff,0.4997879649557868,2.000848500000323,1.0,1.7492578773452538,0.5716710000000923,0.23855877609815282,3.1236747809736674,0.3201357600000517,0.1772679890344552,2.6238868160178805,0.3811140000000615,0.12206509311824892,4.123250710885241,0.24252709090913008,0.09872545780780323,2.1240988510620937,0.4707878823530172,0.09365046195098141,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,,0.7496819474336802,1.3338990000002153,1.0,1.3744169036284137,0.7275812727273901,0.6891859272393185,2.1240988510620937,0.4707878823530172,0.28175286195633803,2.7488338072568275,0.3637906363636951,0.11521115124449105,3.2486217722126143,0.3078228461538958,0.11021003532359393,2.498939824778934,0.4001697000000646,0.08015688884664075,,,,,,,0.2498939824778934,4.001697000000646,1.0,0.6247349561947335,1.6006788000002583,0.8342691198195124,,,,,,,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,CHY125_XZ_1_0,CHY125_XZ_1_0.txt,256.01638504860176,3.7,0.27027027027027023,189.55063105,24.503906,AccX[g],0.13390474,0.5094034408341567,0.43512724297806404,0.2518887732175009,0.6612216352868133,23.871094,0.6328120000000013,21.834832501785925,10.492740656496613,23.820313,0.6835930000000019,23.11428906493605,192.1065506329,224.82459036576688,0.500;1.749;3.124;2.624;4.123,0.250,0.750;1.374;2.124;2.749;3.249;2.499,0.250;0.625,0.250,0.75Hz~3f_eff,0.25Hz~1f_eff,0.25Hz~1f_eff,0.4997879649557868,2.000848500000323,1.0,1.7492578773452538,0.5716710000000923,0.23257597460103668,3.1236747809736674,0.3201357600000517,0.1743926905713235,2.6238868160178805,0.3811140000000615,0.12183679607266751,4.123250710885241,0.24252709090913008,0.08278412159628407,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,,0.7496819474336802,1.3338990000002153,1.0,1.3744169036284137,0.7275812727273901,0.6928943377586297,2.1240988510620937,0.4707878823530172,0.27991864338953787,2.7488338072568275,0.3637906363636951,0.1223657570112919,3.2486217722126143,0.3078228461538958,0.11764165473104414,2.498939824778934,0.4001697000000646,0.08379905208313101,,,,,,,0.2498939824778934,4.001697000000646,1.0,0.6247349561947335,1.6006788000002583,0.831216107646556,,,,,,,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,HUA019_0_2,HUA019_0_2.txt,256.01638504860176,3.7,0.27027027027027023,184.692180725,25.59375,AccX[g],0.098682635,0.27736973638615425,0.10500886993321969,0.05918952926507146,0.13471724349966335,25.335938,0.25781200000000126,5.603347292552281,4.1974017722145245,24.800781,0.7929689999999994,8.27782233113362,189.25716020695,181.81018410107774,0.375;1.000;1.874;2.874;3.374,0.375;0.875,0.750;1.374;0.250;2.374;3.748;3.374,0.625;1.249,0.250,0.25Hz~1f_eff; 0.75Hz~3f_eff,,0.25Hz~1f_eff,0.3748409737168401,2.6677980000004307,1.0,0.9995759299115736,1.0004242500001614,0.28818120935001523,1.8742048685842005,0.5335596000000861,0.17039879393032323,2.8737807984957744,0.3479736521739692,0.10756223773157192,3.373568763451561,0.2964220000000478,0.08081182931276326,,,,,,,,,,0.3748409737168401,2.6677980000004307,1.0,0.8746289386726269,1.1433420000001846,0.1077712141593738,,,,,,,,,,,,,,,,,,,0.7496819474336802,1.3338990000002153,1.0,1.3744169036284137,0.7275812727273901,0.5771302973555004,0.2498939824778934,4.001697000000646,0.3984745748695763,2.3739928335399876,0.42123126315796267,0.29869852868530755,3.748409737168401,0.26677980000004303,0.12701868490126278,3.373568763451561,0.2964220000000478,0.0871225259172882,,,,,,,0.6247349561947335,1.6006788000002583,0.7358826531192049,1.249469912389467,0.8003394000001292,0.1804026455303492,,,,,,,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
Group5,HUA019_0_3,HUA019_0_3.txt,256.01638504860176,3.7,0.27027027027027023,276.41775924,25.519531,AccX[g],0.15005894,0.41542527944930846,0.23196061846044216,0.13247760515115153,0.2962461281172109,25.261719,0.25781200000000126,11.490083790167446,8.640399220952904,24.722656,0.796875,17.649901823208427,283.88579146945,266.40596166520817,0.375;1.000;1.999;2.874,0.375;0.875,0.750;1.374;0.250;2.374;3.873,0.625;1.249,0.250,0.25Hz~1f_eff; 0.75Hz~3f_eff,,0.25Hz~1f_eff,0.3748409737168401,2.6677980000004307,1.0,0.9995759299115736,1.0004242500001614,0.2937401905673994,1.9991518598231472,0.5002121250000807,0.16916553341961518,2.8737807984957744,0.3479736521739692,0.09376943637253123,,,,,,,,,,,,,0.3748409737168401,2.6677980000004307,1.0,0.8746289386726269,1.1433420000001846,0.10894414252210631,,,,,,,,,,,,,,,,,,,0.7496819474336802,1.3338990000002153,1.0,1.3744169036284137,0.7275812727273901,0.585871009956733,0.2498939824778934,4.001697000000646,0.40297147497868857,2.3739928335399876,0.42123126315796267,0.3040909761502962,3.873356728407348,0.25817400000004165,0.10387722447010955,,,,,,,,,,0.6247349561947335,1.6006788000002583,0.7452771575597121,1.249469912389467,0.8003394000001292,0.21058639586442968,,,,,,,,,,,,,,,,,,,0.2498939824778934,4.001697000000646,1.0,,,,,,,,,,,,,,,,,,,,,
